"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","source","type","score","phase","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000137727.12",255.461606659735,3.09379312179518,0.111427073149775,27.7651834005965,1.14260288565498e-169,4.67881232920771e-167,"HAVANA","gene",NA,NA,"protein_coding","ARHGAP20","1","HGNC:18357","OTTHUMG00000166590.2"
"ENSG00000164849.10",64.8694126925721,2.68990117202952,0.0969294321010311,27.7511289783045,1.68866580566193e-169,6.85626938553079e-167,"HAVANA","gene",NA,NA,"protein_coding","GPR146","1","HGNC:21718","OTTHUMG00000023934.8"
"ENSG00000105664.11",7588.05528338741,-4.49394189409077,0.162075722033108,-27.7274217120117,3.26223838056064e-169,1.31339362027446e-166,"HAVANA","gene",NA,NA,"protein_coding","COMP","2","HGNC:2227","OTTHUMG00000169318.4"
"ENSG00000168477.19",2418.99513699889,4.11998533176599,0.148672139640091,27.7118856413834,5.0209898661988e-169,2.00463020407987e-166,"HAVANA","gene",NA,NA,"protein_coding","TNXB","1","HGNC:11976","OTTHUMG00000031088.12"
"ENSG00000079462.8",2627.61224095475,-2.50920420228456,0.0905997894993987,-27.6954749690805,7.9157460650185e-169,3.13424292541352e-166,"HAVANA","gene",NA,NA,"protein_coding","PAFAH1B3","2","HGNC:8576","OTTHUMG00000182795.2"
"ENSG00000187730.9",217.661071845372,-3.21844391428256,0.116247528508129,-27.686127658684,1.02576641577991e-168,4.02823516229635e-166,"HAVANA","gene",NA,NA,"protein_coding","GABRD","2","HGNC:4084","OTTHUMG00000041064.6"
"ENSG00000149090.12",724.744356785506,3.5166194755431,0.127265891466409,27.6320657092266,4.58456051289552e-168,1.78574222904735e-165,"HAVANA","gene",NA,NA,"protein_coding","PAMR1","1","HGNC:24554","OTTHUMG00000166328.4"
"ENSG00000111665.12",846.436003748198,-3.21329223198243,0.116326206547535,-27.6231154384748,5.87256661888806e-168,2.26898924766876e-165,"HAVANA","gene",NA,NA,"protein_coding","CDCA3","1","HGNC:14624","OTTHUMG00000169014.2"
"ENSG00000134690.11",1316.38399831039,-3.031981977425,0.109767006760345,-27.6219791985832,6.06005362622452e-168,2.32269735385934e-165,"HAVANA","gene",NA,NA,"protein_coding","CDCA8","2","HGNC:14629","OTTHUMG00000004320.2"
"ENSG00000118596.12",759.064582987949,3.35899880013782,0.121643903649877,27.6133755934527,7.68784841153821e-168,2.9232128364825e-165,"HAVANA","gene",NA,NA,"protein_coding","SLC16A7","1","HGNC:10928","OTTHUMG00000169923.6"
"ENSG00000165480.16",587.637915870499,-3.09004223490454,0.112227099362858,-27.5338332047028,6.91161558092625e-167,2.60736616127698e-164,"HAVANA","gene",NA,NA,"protein_coding","SKA3","1","HGNC:20262","OTTHUMG00000016539.5"
"ENSG00000167900.12",3862.15915883467,-3.08786259788865,0.112201301282908,-27.5207378397762,9.91608056408969e-167,3.71155796738701e-164,"HAVANA","gene",NA,NA,"protein_coding","TK1","2","HGNC:11830","OTTHUMG00000150674.6"
"ENSG00000118193.12",713.465748778146,-3.5320045571929,0.128613223037337,-27.4622194653154,4.96519361839277e-166,1.84404981594727e-163,"HAVANA","gene",NA,NA,"protein_coding","KIF14","2","HGNC:19181","OTTHUMG00000035723.2"
"ENSG00000135127.11",1374.68078601258,-2.72579309052207,0.0992891179747527,-27.4530899873155,6.38184962303348e-166,2.35195704184257e-163,"HAVANA","gene",NA,NA,"protein_coding","BICDL1","1","HGNC:28095","OTTHUMG00000169311.5"
"ENSG00000129810.15",248.949643142147,-3.24831037806417,0.118335783608476,-27.4499418435549,6.95870686091537e-166,2.54497439470577e-163,"HAVANA","gene",NA,NA,"protein_coding","SGO1","2","HGNC:25088","OTTHUMG00000130479.7"
"ENSG00000146670.10",1622.18346859335,-3.09909483961093,0.113265052314555,-27.3614391754682,7.89402475317047e-165,2.84362951822855e-162,"HAVANA","gene",NA,NA,"protein_coding","CDCA5","2","HGNC:14626","OTTHUMG00000150420.3"
"ENSG00000196611.5",1484.9456576592,-6.43881004230069,0.235670003939895,-27.3212964512142,2.36917622825395e-164,8.47068903698858e-162,"HAVANA","gene",NA,NA,"protein_coding","MMP1","2","HGNC:7155","OTTHUMG00000048192.2"
"ENSG00000131747.15",9303.333066032,-3.50903253975944,0.128498672948888,-27.3079282395019,3.41500154442265e-164,1.21194610365399e-161,"HAVANA","gene",NA,NA,"protein_coding","TOP2A","1","HGNC:11989","OTTHUMG00000155008.4"
"ENSG00000186871.7",401.253926120967,-2.86345856004049,0.104887949070831,-27.3001673252929,4.22224003257044e-164,1.48740823500331e-161,"HAVANA","gene",NA,NA,"protein_coding","ERCC6L","1","HGNC:20794","OTTHUMG00000021810.4"
"ENSG00000089685.15",2727.25952284962,-3.57057765332542,0.130795307630741,-27.2989736253062,4.36228894476568e-164,1.52552746966222e-161,"HAVANA","gene",NA,NA,"protein_coding","BIRC5","2","HGNC:593","OTTHUMG00000177505.9"
"ENSG00000117399.14",2286.04294092735,-3.54816660737079,0.130014822311372,-27.2904776877923,5.50249500776643e-164,1.91032272334847e-161,"HAVANA","gene",NA,NA,"protein_coding","CDC20","2","HGNC:1723","OTTHUMG00000007420.3"
"ENSG00000165197.5",238.820289453989,4.89025931600431,0.179252707030178,27.2813693975679,7.05730080527205e-164,2.43248404014808e-161,"HAVANA","gene",NA,NA,"protein_coding","VEGFD","2","HGNC:3708","OTTHUMG00000021175.2"
"ENSG00000157456.8",1404.56910525324,-3.04917281417535,0.111886790380041,-27.2523039030645,1.56059127318483e-163,5.34056627844893e-161,"HAVANA","gene",NA,NA,"protein_coding","CCNB2","1","HGNC:1580","OTTHUMG00000132715.3"
"ENSG00000101447.15",1082.83864398593,-3.50699636784172,0.128833633481831,-27.221124430495,3.65257663657356e-163,1.24109891246978e-160,"HAVANA","gene",NA,NA,"protein_coding","FAM83D","2","HGNC:16122","OTTHUMG00000032462.4"
"ENSG00000108381.11",151.267294865565,3.59442483107323,0.13240918426715,27.1463407237756,2.79684414391501e-162,9.43639457288509e-160,"HAVANA","gene",NA,NA,"protein_coding","ASPA","2","HGNC:756","OTTHUMG00000090655.5"
"ENSG00000156970.13",905.595452486778,-2.92298701427943,0.107689181127355,-27.1428102960748,3.07853354202158e-162,1.03141637761017e-159,"HAVANA","gene",NA,NA,"protein_coding","BUB1B","2","HGNC:1149","OTTHUMG00000129877.4"
"ENSG00000111206.13",2168.22288953268,-3.45144551399326,0.127178472757131,-27.138598531407,3.45187784157841e-162,1.14846852354182e-159,"HAVANA","gene",NA,NA,"protein_coding","FOXM1","2","HGNC:3818","OTTHUMG00000168118.2"
"ENSG00000183682.8",632.398145708909,-2.73269606174617,0.100856184229795,-27.0949776914015,1.12839317371012e-161,3.72836668637598e-159,"HAVANA","gene",NA,NA,"protein_coding","BMP8A","2","HGNC:21650","OTTHUMG00000008394.2"
"ENSG00000075218.19",720.93099123015,-3.04694645925712,0.112507497239596,-27.0821637136621,1.59740230741345e-161,5.24188661288892e-159,"HAVANA","gene",NA,NA,"protein_coding","GTSE1","2","HGNC:13698","OTTHUMG00000150486.4"
"ENSG00000261327.5",78.6858660685683,-3.74887647928047,0.138640927617064,-27.0401860670979,4.98229282937718e-161,1.62382074459497e-158,"HAVANA","gene",NA,NA,"lncRNA","AC134312.5","2",NA,"OTTHUMG00000175543.3"
"ENSG00000137807.16",1561.28658352003,-2.63987908143123,0.0977203651731391,-27.0146256284854,9.9509267932882e-161,3.22127636936782e-158,"HAVANA","gene",NA,NA,"protein_coding","KIF23","1","HGNC:6392","OTTHUMG00000172062.8"
"ENSG00000137812.20",845.887443006304,-2.84840654769127,0.105448537388701,-27.0122907176186,1.0599702224876e-160,3.40826666841481e-158,"HAVANA","gene",NA,NA,"protein_coding","KNL1","2","HGNC:24054","OTTHUMG00000166532.6"
"ENSG00000164087.8",719.961881529559,-2.11505877865697,0.0784456810122543,-26.9620806571438,4.11699892688505e-160,1.31496945724709e-157,"HAVANA","gene",NA,NA,"protein_coding","POC1A","2","HGNC:24488","OTTHUMG00000157817.2"
"ENSG00000173208.4",215.222734988,4.10393496194923,0.152214121216582,26.9615915340065,4.17172755474212e-160,1.32362561024964e-157,"HAVANA","gene",NA,NA,"protein_coding","ABCD2","2","HGNC:66","OTTHUMG00000169337.2"
"ENSG00000198624.13",2109.7735318136,2.98611884348438,0.110806593040564,26.9489275100375,5.87179756709458e-160,1.85077514104935e-157,"HAVANA","gene",NA,NA,"protein_coding","CCDC69","2","HGNC:24487","OTTHUMG00000130127.3"
"ENSG00000138160.7",2255.51035115091,-2.5243934878052,0.0939557901622701,-26.8678863053075,5.21359126003166e-159,1.63256965534717e-156,"HAVANA","gene",NA,NA,"protein_coding","KIF11","2","HGNC:6388","OTTHUMG00000018761.3"
"ENSG00000103253.19",702.320776573047,-3.55198147388582,0.132552035057982,-26.7968837470666,3.51307126868594e-158,1.08587899666286e-155,"HAVANA","gene",NA,NA,"protein_coding","HAGHL","1","HGNC:14177","OTTHUMG00000170560.9"
"ENSG00000113368.12",3529.40028165264,-2.46054512239663,0.0918597497290299,-26.7858896813328,4.71828860205884e-158,1.44905901874769e-155,"HAVANA","gene",NA,NA,"protein_coding","LMNB1","2","HGNC:6637","OTTHUMG00000128969.8"
"ENSG00000004776.13",400.234241892893,4.50366759243428,0.168262618917074,26.7657048334298,8.10647644265886e-158,2.47376615520883e-155,"HAVANA","gene",NA,NA,"protein_coding","HSPB6","2","HGNC:26511","OTTHUMG00000048122.5"
"ENSG00000215483.11",56.1611664823804,3.49407927773643,0.130875104400605,26.697814635862,4.989996883779e-157,1.51310601710033e-154,"HAVANA","gene",NA,NA,"lncRNA","LINC00598","2","HGNC:42770","OTTHUMG00000016772.17"
"ENSG00000255471.1",103.012985972075,3.18648427707457,0.119359296022125,26.6965739851876,5.15828169453741e-157,1.5542973332408e-154,"HAVANA","gene",NA,NA,"lncRNA","AP001528.1","2",NA,"OTTHUMG00000167229.1"
"ENSG00000179921.15",63.3669008328335,2.97424391740112,0.111447503551424,26.6873983052367,6.59204384967255e-157,1.97390513023632e-154,"HAVANA","gene",NA,NA,"protein_coding","GPBAR1","2","HGNC:19680","OTTHUMG00000155203.4"
"ENSG00000109805.10",946.90514432654,-3.02299350320214,0.113363023751403,-26.6664861536453,1.15249865330372e-156,3.42957829066964e-154,"HAVANA","gene",NA,NA,"protein_coding","NCAPG","2","HGNC:24304","OTTHUMG00000128539.4"
"ENSG00000261742.6",60.6259041163319,-4.60584912062442,0.172884745167871,-26.6411540020616,2.26614170174954e-156,6.70190425498893e-154,"HAVANA","gene",NA,NA,"lncRNA","LINC00922","2","HGNC:27545","OTTHUMG00000172812.7"
"ENSG00000092853.14",656.315976078835,-2.94900391520949,0.110705121448211,-26.6383693602564,2.44089585493062e-156,7.17443683495251e-154,"HAVANA","gene",NA,NA,"protein_coding","CLSPN","2","HGNC:19715","OTTHUMG00000004168.7"
"ENSG00000124615.20",1140.35171302258,2.15595084539561,0.0811169017258815,26.5783184456579,1.20911167298866e-155,3.51082062138706e-153,"HAVANA","gene",NA,NA,"protein_coding","MOCS1","2","HGNC:7190","OTTHUMG00000014656.8"
"ENSG00000076382.17",1731.81845854309,-2.80054963218084,0.105387364459177,-26.5738653447935,1.36124407477478e-155,3.92874720617228e-153,"HAVANA","gene",NA,NA,"protein_coding","SPAG5","2","HGNC:13452","OTTHUMG00000166586.27"
"ENSG00000169258.7",529.048371182282,-2.86001140824444,0.107800075484523,-26.5306994952434,4.28950775626503e-155,1.23060069821951e-152,"HAVANA","gene",NA,NA,"protein_coding","GPRIN1","2","HGNC:24835","OTTHUMG00000130659.2"
"ENSG00000168497.5",1150.28122268137,3.97254346389617,0.149817542015462,26.5158766487183,6.35905573242901e-155,1.81346642940877e-152,"HAVANA","gene",NA,NA,"protein_coding","CAVIN2","2","HGNC:10690","OTTHUMG00000154309.3"
"ENSG00000132837.15",121.990990039754,2.80462418173126,0.105845272460882,26.4973967804541,1.03855379800738e-154,2.94420783801973e-152,"HAVANA","gene",NA,NA,"protein_coding","DMGDH","1","HGNC:24475","OTTHUMG00000108159.5"
"ENSG00000083782.8",229.466067508588,-6.07297610456089,0.229675270522464,-26.4415759291199,4.56072375046417e-154,1.28531926402787e-151,"HAVANA","gene",NA,NA,"protein_coding","EPYC","2","HGNC:3053","OTTHUMG00000170072.3"
"ENSG00000211445.12",8702.40493858393,3.69944733642003,0.140133875789536,26.3993792762583,1.3928395888307e-153,3.90239442695197e-151,"HAVANA","gene",NA,NA,"protein_coding","GPX3","1","HGNC:4555","OTTHUMG00000163693.4"
"ENSG00000148773.14",5888.06193887555,-3.09594770709152,0.117420886256931,-26.3662437389308,3.34278916298e-153,9.31122260455649e-151,"HAVANA","gene",NA,NA,"protein_coding","MKI67","2","HGNC:7107","OTTHUMG00000019255.2"
"ENSG00000171227.7",978.317553517717,3.00573186204301,0.114061138746335,26.3519362955649,4.87674487398483e-153,1.35054824804979e-150,"HAVANA","gene",NA,NA,"protein_coding","TMEM37","1","HGNC:18216","OTTHUMG00000153304.6"
"ENSG00000174059.17",5158.57078225164,2.12462353975847,0.0806796698105909,26.3340633984544,7.81449401391692e-153,2.1516805069354e-150,"HAVANA","gene",NA,NA,"protein_coding","CD34","2","HGNC:1662","OTTHUMG00000036565.3"
"ENSG00000051180.17",561.316895194135,-2.58365077638269,0.0981181038429722,-26.3320495931878,8.24070682159838e-153,2.2560700789873e-150,"HAVANA","gene",NA,NA,"protein_coding","RAD51","1","HGNC:9817","OTTHUMG00000130067.10"
"ENSG00000178999.13",777.321921600386,-3.39916634308084,0.129218545514258,-26.3055610907319,1.6564062221966e-152,4.50900125599087e-150,"HAVANA","gene",NA,NA,"protein_coding","AURKB","1","HGNC:11390","OTTHUMG00000108189.6"
"ENSG00000154736.6",1431.62631318457,3.03276886140431,0.115338967094027,26.2943993501512,2.22248750952195e-152,6.01578398763822e-150,"HAVANA","gene",NA,NA,"protein_coding","ADAMTS5","2","HGNC:221","OTTHUMG00000078686.4"
"ENSG00000121152.10",998.402858450619,-2.78422615451296,0.105996522085145,-26.2671463152011,4.55348057861406e-152,1.22560255349101e-149,"HAVANA","gene",NA,NA,"protein_coding","NCAPH","1","HGNC:1112","OTTHUMG00000130451.6"
"ENSG00000035499.13",352.796180594706,-2.95444996773943,0.112807509266826,-26.1901888175832,3.43743331525537e-151,9.17089761919106e-149,"HAVANA","gene",NA,NA,"protein_coding","DEPDC1B","2","HGNC:24902","OTTHUMG00000097083.4"
"ENSG00000101003.10",1101.22540122589,-2.50030814602614,0.0954676861963498,-26.1900989292201,3.44554700783634e-151,9.17089761919106e-149,"HAVANA","gene",NA,NA,"protein_coding","GINS1","2","HGNC:28980","OTTHUMG00000032124.2"
"ENSG00000172061.9",7946.44913984187,-3.8198718647749,0.145872526498323,-26.1863694039659,3.79959451934444e-151,1.00573797470604e-148,"HAVANA","gene",NA,NA,"protein_coding","LRRC15","2","HGNC:20818","OTTHUMG00000156048.2"
"ENSG00000162073.14",941.310998328241,-2.52058658780633,0.0963100609872632,-26.1715812654264,5.59904428158943e-151,1.47390226115906e-148,"HAVANA","gene",NA,NA,"protein_coding","PAQR4","1","HGNC:26386","OTTHUMG00000128977.3"
"ENSG00000213186.8",717.104355758668,-2.01340540170655,0.0770098283545494,-26.1447849544207,1.12972592450882e-150,2.95765951055834e-148,"HAVANA","gene",NA,NA,"protein_coding","TRIM59","2","HGNC:30834","OTTHUMG00000159034.4"
"ENSG00000175643.10",965.758444676019,-2.63933192156972,0.101028922365326,-26.1245182050518,1.92016805728818e-150,4.99974193612373e-148,"HAVANA","gene",NA,NA,"protein_coding","RMI2","2","HGNC:28349","OTTHUMG00000129793.5"
"ENSG00000163545.11",640.68633383092,-2.24614481747922,0.0860420730534348,-26.105191771522,3.18310654783976e-150,8.24338565983799e-148,"HAVANA","gene",NA,NA,"protein_coding","NUAK2","2","HGNC:29558","OTTHUMG00000037196.4"
"ENSG00000172156.4",73.8763278084032,-4.11626092595082,0.15771369730046,-26.0995778832637,3.68624357645924e-150,9.49504998646032e-148,"HAVANA","gene",NA,NA,"protein_coding","CCL11","2","HGNC:10610","OTTHUMG00000132884.3"
"ENSG00000101057.16",3292.95697830811,-3.83614698026541,0.147026999184309,-26.0914457993971,4.55911966290641e-150,1.16806108582805e-147,"HAVANA","gene",NA,NA,"protein_coding","MYBL2","2","HGNC:7548","OTTHUMG00000033062.2"
"ENSG00000183010.17",3966.71539833938,-2.34225267336252,0.0898497574076166,-26.0685475502905,8.29117127310432e-150,2.11292561539589e-147,"HAVANA","gene",NA,NA,"protein_coding","PYCR1","1","HGNC:9721","OTTHUMG00000178436.3"
"ENSG00000167779.9",1071.55824197309,3.21586484515509,0.123593993813481,26.0195883790942,2.9730147123586e-149,7.53635634228045e-147,"HAVANA","gene",NA,NA,"protein_coding","IGFBP6","1","HGNC:5475","OTTHUMG00000169773.4"
"ENSG00000100162.15",507.70415585237,-2.82410203785734,0.109042450976152,-25.8991063808259,6.81586484648134e-148,1.71867413049958e-145,"HAVANA","gene",NA,NA,"protein_coding","CENPM","1","HGNC:18352","OTTHUMG00000151277.3"
"ENSG00000024526.17",688.004676732039,-3.28625050561517,0.126925339276943,-25.8912091496939,8.36500617865715e-148,2.09825887968306e-145,"HAVANA","gene",NA,NA,"protein_coding","DEPDC1","2","HGNC:22949","OTTHUMG00000009212.5"
"ENSG00000160161.9",940.806199679468,-3.45991324671707,0.133750694362996,-25.8683759601797,1.51175291995321e-147,3.77229595807073e-145,"HAVANA","gene",NA,NA,"protein_coding","CILP2","2","HGNC:24213","OTTHUMG00000182148.4"
"ENSG00000165124.18",2667.1717210745,3.2736724826036,0.1266729948666,25.8434916301704,2.87955856249483e-147,7.14816843156101e-145,"HAVANA","gene",NA,NA,"protein_coding","SVEP1","2","HGNC:15985","OTTHUMG00000020482.3"
"ENSG00000152270.9",903.842312878967,3.77605475851111,0.146127571489086,25.8408096434638,3.08653401965118e-147,7.62246623100453e-145,"HAVANA","gene",NA,NA,"protein_coding","PDE3B","1","HGNC:8779","OTTHUMG00000165898.3"
"ENSG00000232679.2",43.1453558154884,-5.7797438639681,0.223874257405282,-25.8169203148041,5.72593116586926e-147,1.40681724182972e-144,"HAVANA","gene",NA,NA,"lncRNA","LINC01705","2","HGNC:52493","OTTHUMG00000037425.3"
"ENSG00000124493.14",494.123733132252,-5.39268079180132,0.209057765383316,-25.7951709275836,1.00453631894657e-146,2.45547627758826e-144,"HAVANA","gene",NA,NA,"protein_coding","GRM4","2","HGNC:4596","OTTHUMG00000014538.4"
"ENSG00000135476.12",1065.13484262368,-2.74158422902583,0.106350277159865,-25.7788160241904,1.53250275315397e-146,3.72701557886329e-144,"HAVANA","gene",NA,NA,"protein_coding","ESPL1","2","HGNC:16856","OTTHUMG00000169674.6"
"ENSG00000116678.20",1105.72344435576,2.96901288300572,0.115194799497517,25.7738447912288,1.74234971446881e-146,4.21595832425256e-144,"HAVANA","gene",NA,NA,"protein_coding","LEPR","2","HGNC:6554","OTTHUMG00000009115.1"
"ENSG00000169744.13",973.823520871259,2.13984830849121,0.083048719398215,25.7661806707787,2.12343616698333e-146,5.11225260101364e-144,"HAVANA","gene",NA,NA,"protein_coding","LDB2","1","HGNC:6533","OTTHUMG00000048212.5"
"ENSG00000189134.4",30.169485032337,2.71616968603371,0.105649793654782,25.7091811736896,9.22833346100613e-146,2.21064728058402e-143,"HAVANA","gene",NA,NA,"protein_coding","NKAPL","2","HGNC:21584","OTTHUMG00000014517.2"
"ENSG00000145386.11",1224.40171310505,-2.9108663410464,0.113242062535107,-25.7048156478427,1.03260760355128e-145,2.46130498936029e-143,"HAVANA","gene",NA,NA,"protein_coding","CCNA2","2","HGNC:1578","OTTHUMG00000133072.4"
"ENSG00000115163.15",434.11255458476,-3.28237537300438,0.128061577566477,-25.6312270657489,6.84705651710416e-145,1.61597279672148e-142,"HAVANA","gene",NA,NA,"protein_coding","CENPA","2","HGNC:1851","OTTHUMG00000097073.5"
"ENSG00000106462.11",1509.23815715063,-2.32075413810239,0.0906759393523404,-25.5939354439397,1.78214917610245e-144,4.16501302571066e-142,"HAVANA","gene",NA,NA,"protein_coding","EZH2","2","HGNC:3527","OTTHUMG00000158973.3"
"ENSG00000162733.19",4464.37407944631,2.66021336710958,0.103940850727461,25.5935308253809,1.80072884903802e-144,4.18800578434037e-142,"HAVANA","gene",NA,NA,"protein_coding","DDR2","2","HGNC:2731","OTTHUMG00000034423.9"
"ENSG00000227467.3",30.3993532170475,3.608437966979,0.14110399917469,25.5728965024703,3.05533090317427e-144,7.07154123531785e-142,"HAVANA","gene",NA,NA,"lncRNA","LINC01537","2","HGNC:51301","OTTHUMG00000167927.1"
"ENSG00000101280.8",45.4014242030848,3.50127479855555,0.137091639476421,25.5396668383834,7.15213461845732e-144,1.6473979306264e-141,"HAVANA","gene",NA,NA,"protein_coding","ANGPT4","2","HGNC:487","OTTHUMG00000031652.3"
"ENSG00000144031.12",65.9364276445731,2.69283290952924,0.105579745973032,25.5052035284973,1.72591882360953e-143,3.95640051861878e-141,"HAVANA","gene",NA,NA,"protein_coding","ANKRD53","1","HGNC:25691","OTTHUMG00000129712.7"
"ENSG00000243742.5",237.363431791519,-2.69760245545716,0.105789264402349,-25.499775149181,1.98259967945505e-143,4.52315955441388e-141,"HAVANA","gene",NA,NA,"transcribed_processed_pseudogene","RPLP0P2","1","HGNC:17960","OTTHUMG00000158396.1"
